worker_id,name,contractor_id,date,check_in,check_out,shift_type,is_late,absences_30d,attendance_rate,overtime_hours,total_hours_worked,worker_category
1068,Arjun Nair,103,2023-10-07,,,,0,0,0.96,0.0,0.0,Regular
1098,Sneha Sharma,103,2023-09-30,15:56,23:57,Evening,0,0,0.99,0.0,8.02,Regular
1008,Sneha Reddy,104,2023-04-11,,,,0,2,0.43,0.0,0.0,High_Risk
1091,Neha Patel,105,2023-11-06,05:53,17:38,Full,0,0,0.99,0.0,11.75,Regular
1020,Neha Nair,101,2023-01-12,,,,0,2,0.49,0.0,0.0,High_Risk
1048,Sneha Patel,104,2023-12-18,15:37,22:32,Evening,0,0,0.97,0.0,6.92,Regular
1082,Neha Reddy,104,2023-08-28,07:08,18:51,Full,0,0,0.92,0.0,11.72,Irregular
1096,Priya Gupta,103,2023-11-20,15:30,22:15,Evening,0,0,1.0,0.5,6.75,Regular
1067,Deepak Gupta,102,2023-05-06,05:23,17:55,Full,0,0,0.99,0.0,12.53,Regular
1019,Vikram Verma,102,2023-04-24,07:00,13:24,Morning,0,2,0.78,0.0,6.4,Irregular
1136,Rohan Singh,105,2023-07-20,,,,0,2,0.87,0.0,0.0,Irregular
1104,Amit Sharma,101,2023-09-18,07:07,12:13,Morning,0,0,0.89,1.0,5.1,Irregular
1045,Deepak Joshi,105,2023-12-25,07:33,13:59,Morning,0,0,0.95,0.5,6.43,Regular
1013,Amit Patel,104,2023-08-03,,,,0,6,0.58,0.0,0.0,High_Risk
1053,Priya Joshi,101,2023-06-07,,,,0,0,0.98,0.0,0.0,Regular
1053,Arjun Verma,103,2023-08-02,06:09,18:35,Full,0,1,0.8,0.0,12.43,Irregular
1110,Rohan Reddy,104,2023-12-01,14:58,22:07,Evening,0,0,0.97,0.0,7.15,Regular
1034,Arjun Kumar,102,2023-05-08,07:56,17:48,Full,0,1,0.89,0.0,9.87,Irregular
1038,Deepak Joshi,101,2023-11-02,15:56,23:28,Evening,0,0,0.99,1.5,7.53,Regular
1107,Arjun Rao,103,2023-06-12,07:50,17:18,Full,0,0,0.97,1.5,9.47,Regular
1145,Rajesh Rao,102,2023-11-13,06:46,17:20,Full,0,0,0.98,0.5,10.57,Regular
1024,Arjun Reddy,104,2023-10-09,07:18,13:36,Morning,0,0,0.97,0.0,6.3,Regular
1048,Rajesh Verma,104,2023-12-21,,,,0,1,0.53,0.0,0.0,High_Risk
1105,Neha Joshi,104,2023-01-13,,,,0,3,0.57,0.0,0.0,High_Risk
1016,Arjun Nair,101,2023-11-06,,,,0,0,0.91,0.0,0.0,Irregular
1087,Rohan Rao,105,2023-08-04,07:27,13:43,Morning,0,0,0.98,0.0,6.27,Regular
1054,Deepak Reddy,101,2023-09-09,05:53,18:09,Full,0,4,0.54,0.0,12.27,High_Risk
1013,Deepak Gupta,105,2023-09-15,06:34,12:02,Morning,0,0,0.58,0.0,5.47,High_Risk
1116,Arjun Reddy,105,2023-08-16,14:19,22:27,Evening,0,0,0.96,0.0,8.13,Regular
1092,Rajesh Joshi,102,2023-06-30,14:33,22:05,Evening,0,4,0.47,0.0,7.53,High_Risk
1055,Vikram Joshi,102,2023-11-09,07:52,13:12,Morning,0,0,0.99,2.0,5.33,Regular
1075,Amit Reddy,101,2023-02-14,14:28,22:28,Evening,0,0,0.9,0.0,8.0,Irregular
1004,Amit Rao,102,2023-04-29,,,,0,3,0.51,0.0,0.0,High_Risk
1143,Rohan Kumar,104,2023-01-17,06:56,13:24,Morning,0,0,0.81,0.5,6.47,Irregular
1104,Arjun Rao,104,2023-11-17,06:59,17:46,Full,0,0,0.98,0.0,10.78,Regular
1026,Pooja Kumar,101,2023-03-25,,,,0,7,0.43,0.0,0.0,High_Risk
1015,Priya Joshi,105,2023-02-15,06:17,13:09,Morning,0,2,0.43,0.0,6.87,High_Risk
1093,Amit Reddy,104,2023-04-18,,,,0,1,0.57,0.0,0.0,High_Risk
1070,Amit Kumar,101,2023-12-21,14:25,23:56,Evening,0,0,0.97,0.0,9.52,Regular
1018,Neha Joshi,103,2023-12-25,07:28,17:33,Full,0,0,0.97,0.0,10.08,Regular
1080,Vikram Patel,102,2023-01-09,15:35,22:29,Evening,0,6,0.56,0.0,6.9,High_Risk
1084,Sneha Verma,102,2023-03-27,,,,0,0,0.75,0.0,0.0,Irregular
1101,Vikram Joshi,104,2023-09-12,,,,0,7,0.56,0.0,0.0,High_Risk
1104,Neha Joshi,102,2023-04-01,05:02,13:12,Morning,0,0,1.0,0.0,8.17,Regular
1034,Neha Singh,103,2023-03-30,15:19,22:29,Evening,0,0,1.0,1.5,7.17,Regular
1091,Sneha Kumar,102,2023-10-02,,,,0,0,0.97,0.0,0.0,Regular
1091,Rohan Kumar,102,2023-04-24,,,,0,1,0.93,0.0,0.0,Irregular
1116,Vikram Patel,102,2023-02-10,05:21,13:55,Morning,0,0,0.84,0.0,8.57,Irregular
1139,Priya Kumar,103,2023-03-17,07:46,12:06,Morning,0,0,0.97,1.0,4.33,Regular
1132,Rajesh Patel,102,2023-08-30,14:47,22:47,Evening,0,8,0.47,1.0,8.0,High_Risk
1122,Deepak Kumar,103,2023-07-14,07:35,18:28,Full,0,0,0.98,0.5,10.88,Regular
1067,Pooja Sharma,102,2023-06-30,14:30,23:52,Evening,0,8,0.52,0.5,9.37,High_Risk
1054,Deepak Sharma,105,2023-06-17,14:19,22:50,Evening,0,1,0.9,0.0,8.52,Irregular
1141,Sneha Singh,102,2023-07-10,07:13,12:47,Morning,0,0,0.99,1.5,5.57,Regular
1039,Pooja Patel,105,2023-08-29,15:09,23:58,Evening,0,0,0.98,0.0,8.82,Regular
1139,Sneha Gupta,102,2023-09-30,05:58,12:36,Morning,0,0,0.98,0.0,6.63,Regular
1051,Vikram Sharma,104,2023-03-29,07:58,13:00,Morning,0,6,0.57,0.0,5.03,High_Risk
1057,Pooja Rao,101,2023-06-19,15:19,23:52,Evening,0,0,0.99,1.0,8.55,Regular
1076,Priya Sharma,105,2023-03-06,15:31,23:03,Evening,0,2,0.56,0.0,7.53,High_Risk
1078,Neha Singh,102,2023-06-12,07:28,12:05,Morning,0,0,0.86,0.0,4.62,Irregular
1027,Pooja Kumar,105,2023-05-27,06:24,13:30,Morning,0,6,0.46,0.0,7.1,High_Risk
1022,Neha Rao,103,2023-11-24,07:49,18:54,Full,0,0,0.95,1.5,11.08,Regular
1072,Arjun Joshi,104,2023-01-12,14:11,22:05,Evening,0,0,0.99,0.0,7.9,Regular
1078,Deepak Singh,105,2023-02-28,05:18,13:04,Morning,0,0,0.96,0.0,7.77,Regular
1033,Pooja Patel,105,2023-03-20,06:28,18:19,Full,0,1,0.94,0.0,11.85,Irregular
1105,Priya Gupta,101,2023-03-03,06:57,12:27,Morning,0,0,0.99,0.0,5.5,Regular
1071,Pooja Singh,103,2023-04-08,06:37,13:25,Morning,0,2,0.78,0.0,6.8,Irregular
1020,Pooja Kumar,103,2023-05-29,07:01,18:52,Full,0,0,1.0,0.0,11.85,Regular
1027,Vikram Nair,102,2023-12-18,15:58,23:01,Evening,0,0,1.0,1.0,7.05,Regular
1010,Arjun Verma,105,2023-05-30,,,,0,4,0.44,0.0,0.0,High_Risk
1022,Priya Nair,104,2023-01-25,05:03,17:48,Full,0,2,0.94,0.0,12.75,Irregular
1073,Vikram Kumar,105,2023-10-16,06:49,17:53,Full,0,2,0.77,0.0,11.07,Irregular
1111,Arjun Reddy,104,2023-03-14,05:42,17:40,Full,0,0,0.99,0.0,11.97,Regular
1039,Priya Joshi,101,2023-04-21,,,,0,2,0.76,0.0,0.0,Irregular
1110,Vikram Reddy,105,2023-10-17,14:57,22:10,Evening,0,0,0.97,0.0,7.22,Regular
1138,Amit Joshi,102,2023-10-02,06:02,13:37,Morning,0,2,0.85,0.5,7.58,Irregular
1073,Amit Nair,105,2023-12-11,05:53,17:08,Full,0,0,0.99,0.0,11.25,Regular
1002,Neha Rao,105,2023-05-03,,,,0,7,0.49,0.0,0.0,High_Risk
1107,Rohan Reddy,105,2023-01-18,,,,0,1,0.91,0.0,0.0,Irregular
1004,Sneha Joshi,105,2023-03-29,07:02,13:37,Morning,0,0,0.96,0.0,6.58,Regular
1038,Pooja Gupta,105,2023-05-13,06:06,17:44,Full,0,0,0.97,1.0,11.63,Regular
1069,Vikram Patel,101,2023-10-10,14:57,23:23,Evening,0,0,0.97,0.5,8.43,Regular
1032,Priya Gupta,105,2023-06-26,05:48,17:08,Full,0,0,0.99,0.0,11.33,Regular
1039,Sneha Patel,101,2023-03-28,,,,0,6,0.49,0.0,0.0,High_Risk
1057,Sneha Rao,101,2023-06-14,07:47,17:44,Full,0,0,0.95,0.0,9.95,Regular
1134,Pooja Joshi,104,2023-05-30,15:42,23:41,Evening,0,0,0.96,1.0,7.98,Regular
1115,Vikram Kumar,104,2023-08-22,07:46,13:18,Morning,0,0,0.99,0.0,5.53,Regular
1072,Sneha Verma,103,2023-06-24,07:09,18:46,Full,0,0,0.96,0.5,11.62,Regular
1098,Amit Reddy,103,2023-04-03,05:52,13:28,Morning,0,0,1.0,0.0,7.6,Regular
1017,Deepak Verma,105,2023-11-01,07:52,17:48,Full,0,0,0.99,0.0,9.93,Regular
1131,Neha Verma,105,2023-10-09,05:55,13:00,Morning,0,1,0.92,0.0,7.08,Irregular
1108,Neha Rao,103,2023-07-18,06:40,12:14,Morning,0,0,0.95,0.0,5.57,Regular
1030,Neha Nair,101,2023-02-17,06:11,12:56,Morning,0,2,0.76,0.5,6.75,Irregular
1057,Rajesh Nair,101,2023-11-18,05:58,18:28,Full,0,0,0.95,0.0,12.5,Regular
1064,Deepak Singh,103,2023-05-12,06:30,17:31,Full,0,2,0.92,0.0,11.02,Irregular
1049,Deepak Joshi,101,2023-05-04,05:35,13:08,Morning,0,0,0.99,0.0,7.55,Regular
1062,Sneha Nair,102,2023-12-21,,,,0,0,0.83,0.0,0.0,Irregular
1092,Deepak Reddy,101,2023-08-03,15:35,23:36,Evening,0,0,0.99,0.0,8.02,Regular
1076,Sneha Reddy,102,2023-09-25,07:56,13:44,Morning,0,0,0.97,0.0,5.8,Regular
1138,Rajesh Singh,104,2023-12-02,07:25,17:17,Full,0,0,0.8,2.0,9.87,Irregular
1038,Neha Patel,101,2023-06-15,06:44,13:27,Morning,0,0,0.96,0.0,6.72,Regular
1100,Arjun Patel,102,2023-07-26,,,,0,2,0.95,0.0,0.0,Irregular
1084,Neha Rao,102,2023-07-24,05:21,13:20,Morning,0,2,0.86,1.0,7.98,Irregular
1120,Vikram Reddy,102,2023-08-05,,,,0,2,0.85,0.0,0.0,Irregular
1104,Rohan Nair,105,2023-09-15,,,,0,0,0.87,0.0,0.0,Irregular
1038,Vikram Joshi,103,2023-10-26,,,,0,2,0.6,0.0,0.0,High_Risk
1095,Rohan Verma,105,2023-10-18,14:53,22:29,Evening,0,0,0.98,0.0,7.6,Regular
1035,Vikram Reddy,102,2023-12-22,07:57,17:02,Full,0,0,0.83,0.0,9.08,Irregular
1083,Neha Gupta,101,2023-01-30,15:42,22:19,Evening,0,0,0.99,0.0,6.62,Regular
1139,Neha Patel,102,2023-07-17,14:11,23:03,Evening,0,0,0.97,1.0,8.87,Regular
1014,Priya Patel,103,2023-07-08,,,,0,6,0.57,0.0,0.0,High_Risk
1120,Vikram Singh,103,2023-05-13,05:40,18:09,Full,0,0,0.99,0.0,12.48,Regular
1071,Rohan Sharma,104,2023-04-14,14:16,22:45,Evening,0,0,0.95,0.0,8.48,Regular
1112,Deepak Patel,101,2023-02-13,15:29,23:02,Evening,0,1,0.83,0.0,7.55,Irregular
1066,Sneha Gupta,105,2023-11-18,,,,0,1,0.9,0.0,0.0,Irregular
1108,Pooja Nair,103,2023-01-09,05:19,13:54,Morning,0,0,0.98,1.0,8.58,Regular
1007,Pooja Gupta,105,2023-06-05,,,,0,7,0.58,0.0,0.0,High_Risk
1073,Priya Patel,103,2023-10-20,07:56,18:14,Full,0,0,0.95,1.0,10.3,Regular
1020,Neha Patel,104,2023-04-29,06:29,17:18,Full,0,0,0.99,0.0,10.82,Regular
1071,Vikram Sharma,104,2023-09-08,06:31,13:14,Morning,0,0,1.0,0.0,6.72,Regular
1126,Neha Kumar,101,2023-10-23,07:45,13:07,Morning,0,7,0.43,0.0,5.37,High_Risk
1039,Rohan Sharma,104,2023-05-05,06:21,18:30,Full,0,0,0.95,0.5,12.15,Regular
1088,Neha Kumar,102,2023-01-11,05:37,18:39,Full,0,2,0.75,0.0,13.03,Irregular
1060,Rajesh Nair,101,2023-08-11,06:52,18:33,Full,0,0,0.99,0.0,11.68,Regular
1018,Neha Sharma,103,2023-04-17,14:12,22:31,Evening,0,3,0.4,1.0,8.32,High_Risk
1082,Sneha Singh,105,2023-11-28,07:56,17:47,Full,0,2,0.89,0.0,9.85,Irregular
1089,Rajesh Rao,105,2023-08-17,,,,0,8,0.5,0.0,0.0,High_Risk
1014,Neha Reddy,104,2023-03-13,06:37,18:27,Full,0,2,0.44,0.0,11.83,High_Risk
1150,Sneha Reddy,105,2023-09-04,06:31,12:09,Morning,0,0,0.95,0.0,5.63,Regular
1059,Vikram Sharma,105,2023-07-10,,,,0,2,0.79,0.0,0.0,Irregular
1084,Rajesh Gupta,104,2023-05-08,05:16,13:35,Morning,0,0,0.97,0.0,8.32,Regular
1017,Sneha Singh,102,2023-08-07,07:25,12:58,Morning,0,0,0.95,0.0,5.55,Regular
1016,Priya Joshi,102,2023-10-13,,,,0,1,0.83,0.0,0.0,Irregular
1094,Sneha Singh,102,2023-04-04,15:18,23:14,Evening,0,0,0.98,1.5,7.93,Regular
1053,Pooja Kumar,104,2023-11-09,05:43,17:10,Full,0,0,0.96,0.0,11.45,Regular
1015,Amit Sharma,104,2023-03-13,,,,0,0,0.87,0.0,0.0,Irregular
1042,Pooja Gupta,103,2023-06-20,,,,0,0,0.8,0.0,0.0,Irregular
1085,Priya Patel,102,2023-07-11,05:34,12:10,Morning,0,0,0.97,0.0,6.6,Regular
1063,Priya Nair,103,2023-09-30,,,,0,1,0.81,0.0,0.0,Irregular
1038,Arjun Rao,105,2023-03-09,06:12,18:57,Full,0,8,0.47,0.5,12.75,High_Risk
1083,Pooja Rao,102,2023-08-26,14:41,23:47,Evening,0,0,1.0,1.0,9.1,Regular
1114,Deepak Nair,104,2023-05-17,07:23,17:13,Full,0,0,1.0,0.0,9.83,Regular
1067,Arjun Reddy,102,2023-04-28,06:18,17:23,Full,0,0,0.99,1.0,11.08,Regular
1113,Sneha Gupta,103,2023-06-30,07:30,18:19,Full,0,0,0.96,0.5,10.82,Regular
1112,Pooja Joshi,101,2023-03-07,14:19,22:51,Evening,0,0,0.99,0.0,8.53,Regular
1116,Neha Rao,105,2023-09-07,05:20,18:56,Full,0,0,0.97,0.0,13.6,Regular
1107,Pooja Kumar,104,2023-04-01,,,,0,2,0.86,0.0,0.0,Irregular
1040,Pooja Singh,102,2023-06-29,05:04,18:44,Full,0,0,0.97,0.0,13.67,Regular
1102,Deepak Patel,105,2023-02-28,07:29,17:27,Full,0,0,0.99,0.0,9.97,Regular
1123,Neha Singh,105,2023-08-08,,,,0,0,0.96,0.0,0.0,Regular
1031,Amit Patel,104,2023-10-05,05:56,17:41,Full,0,0,0.99,0.0,11.75,Regular
1022,Amit Nair,103,2023-01-09,06:25,12:16,Morning,0,0,0.97,1.0,5.85,Regular
1006,Priya Sharma,103,2023-08-28,14:26,22:48,Evening,0,0,0.96,0.0,8.37,Regular
1060,Rajesh Joshi,105,2023-11-01,,,,0,1,0.41,0.0,0.0,High_Risk
1005,Sneha Rao,102,2023-07-17,05:56,18:13,Full,0,0,0.97,0.0,12.28,Regular
1119,Sneha Gupta,103,2023-08-28,,,,0,0,0.88,0.0,0.0,Irregular
1148,Rajesh Patel,104,2023-05-02,,,,0,0,0.84,0.0,0.0,Irregular
1071,Neha Gupta,103,2023-12-21,15:13,22:47,Evening,0,3,0.51,0.0,7.57,High_Risk
1144,Sneha Singh,104,2023-10-11,07:53,18:23,Full,0,0,0.96,2.0,10.5,Regular
1045,Deepak Gupta,102,2023-12-30,,,,0,8,0.46,0.0,0.0,High_Risk
1030,Pooja Patel,102,2023-07-17,15:42,23:44,Evening,0,0,0.95,0.0,8.03,Regular
1122,Arjun Singh,105,2023-01-04,15:17,22:39,Evening,0,0,0.96,0.0,7.37,Regular
1006,Rohan Patel,103,2023-04-17,07:03,17:40,Full,0,0,0.99,0.0,10.62,Regular
1035,Amit Gupta,101,2023-09-04,07:08,18:11,Full,0,0,0.98,0.0,11.05,Regular
1113,Amit Singh,103,2023-10-06,05:46,18:22,Full,0,1,0.43,0.0,12.6,High_Risk
1112,Rajesh Sharma,101,2023-11-10,05:13,17:51,Full,0,1,0.8,0.0,12.63,Irregular
1011,Neha Rao,105,2023-06-22,06:01,13:56,Morning,0,1,0.79,0.0,7.92,Irregular
1016,Pooja Gupta,101,2023-07-06,07:46,12:47,Morning,0,0,0.97,0.0,5.02,Regular
1132,Sneha Singh,102,2023-10-10,07:46,17:45,Full,0,0,0.95,0.0,9.98,Regular
1141,Sneha Gupta,103,2023-09-11,05:25,13:35,Morning,0,0,0.88,0.0,8.17,Irregular
1101,Arjun Gupta,102,2023-06-29,14:14,23:46,Evening,0,2,0.79,0.0,9.53,Irregular
1021,Rohan Nair,105,2023-10-12,06:21,13:15,Morning,0,1,0.76,0.0,6.9,Irregular
1045,Sneha Reddy,103,2023-05-22,06:51,18:46,Full,0,2,0.77,0.0,11.92,Irregular
1038,Priya Rao,104,2023-05-29,,,,0,1,0.83,0.0,0.0,Irregular
1148,Rajesh Joshi,103,2023-11-20,06:08,13:30,Morning,0,0,1.0,2.0,7.37,Regular
1128,Vikram Rao,103,2023-07-08,06:58,18:09,Full,0,0,0.97,0.0,11.18,Regular
1017,Neha Kumar,105,2023-03-29,15:06,23:46,Evening,0,0,0.95,1.0,8.67,Regular
1092,Priya Patel,101,2023-06-30,,,,0,1,0.87,0.0,0.0,Irregular
1004,Pooja Rao,104,2023-10-23,07:11,17:41,Full,0,0,1.0,1.0,10.5,Regular
1049,Rajesh Gupta,102,2023-01-30,05:09,13:41,Morning,0,0,0.98,0.0,8.53,Regular
1105,Pooja Kumar,102,2023-09-04,06:42,17:40,Full,0,0,0.96,2.0,10.97,Regular
1089,Amit Reddy,102,2023-03-14,05:33,13:19,Morning,0,0,0.99,0.0,7.77,Regular
1124,Rohan Reddy,104,2023-06-08,14:11,22:27,Evening,0,0,0.95,0.0,8.27,Regular
1149,Neha Sharma,102,2023-12-23,15:57,23:21,Evening,0,0,0.99,0.0,7.4,Regular
1022,Pooja Joshi,105,2023-08-05,06:37,17:22,Full,0,4,0.53,0.0,10.75,High_Risk
1104,Sneha Singh,103,2023-07-25,14:22,23:06,Evening,0,0,0.99,0.0,8.73,Regular
1145,Sneha Verma,101,2023-02-13,07:39,13:58,Morning,0,0,0.99,0.0,6.32,Regular
1031,Arjun Verma,103,2023-03-24,05:58,13:34,Morning,0,0,0.98,1.0,7.6,Regular
1095,Vikram Singh,102,2023-08-07,07:31,12:38,Morning,0,2,0.86,2.0,5.12,Irregular
1016,Amit Verma,103,2023-07-12,14:16,23:28,Evening,0,7,0.46,1.0,9.2,High_Risk
1131,Arjun Reddy,104,2023-12-30,05:38,18:50,Full,0,0,0.99,0.0,13.2,Regular
1141,Neha Joshi,105,2023-03-27,14:21,22:18,Evening,0,0,0.98,0.0,7.95,Regular
1090,Rohan Kumar,103,2023-10-26,07:47,17:50,Full,0,0,0.98,0.0,10.05,Regular
1011,Sneha Singh,102,2023-01-11,15:05,23:51,Evening,0,0,0.98,0.0,8.77,Regular
1065,Vikram Gupta,103,2023-02-21,,,,0,2,0.88,0.0,0.0,Irregular
1061,Vikram Singh,104,2023-06-03,14:52,22:45,Evening,0,0,1.0,0.5,7.88,Regular
1013,Arjun Nair,101,2023-02-23,07:31,17:06,Full,0,2,0.82,0.0,9.58,Irregular
1023,Rajesh Nair,102,2023-11-09,07:32,13:13,Morning,0,0,0.98,0.0,5.68,Regular
1017,Sneha Joshi,103,2023-04-03,14:50,23:41,Evening,0,0,0.98,0.0,8.85,Regular
1064,Rajesh Patel,101,2023-10-05,06:09,12:06,Morning,0,1,0.48,0.0,5.95,High_Risk
1052,Rohan Verma,101,2023-07-07,07:53,18:03,Full,0,0,0.98,0.0,10.17,Regular
1035,Pooja Reddy,105,2023-10-19,07:31,13:56,Morning,0,0,0.96,0.0,6.42,Regular
1016,Sneha Kumar,103,2023-07-06,07:47,18:25,Full,0,0,0.98,0.0,10.63,Regular
1030,Deepak Gupta,103,2023-09-25,,,,0,1,0.81,0.0,0.0,Irregular
1001,Rohan Sharma,102,2023-03-31,06:18,17:17,Full,0,4,0.4,0.0,10.98,High_Risk
1033,Neha Reddy,102,2023-04-28,,,,0,2,0.95,0.0,0.0,Irregular
1149,Sneha Singh,104,2023-06-10,15:51,22:52,Evening,0,1,0.87,0.0,7.02,Irregular
1108,Rajesh Rao,103,2023-01-11,14:33,22:23,Evening,0,0,0.99,0.0,7.83,Regular
1134,Deepak Sharma,102,2023-07-04,07:13,12:27,Morning,0,2,0.88,0.0,5.23,Irregular
1009,Neha Nair,102,2023-08-03,07:09,12:38,Morning,0,0,0.98,0.0,5.48,Regular
1123,Rajesh Nair,103,2023-12-14,15:46,23:12,Evening,0,0,0.99,2.0,7.43,Regular
1008,Arjun Singh,102,2023-06-28,07:15,12:02,Morning,0,0,0.98,1.0,4.78,Regular
1077,Deepak Singh,105,2023-01-16,06:23,17:36,Full,0,0,0.97,0.0,11.22,Regular
1110,Sneha Singh,101,2023-01-12,,,,0,0,0.99,0.0,0.0,Regular
1112,Amit Reddy,101,2023-10-06,,,,0,0,0.98,0.0,0.0,Regular
1025,Neha Nair,102,2023-02-13,,,,0,1,0.53,0.0,0.0,High_Risk
1063,Neha Joshi,101,2023-02-25,15:31,23:27,Evening,0,0,0.96,0.0,7.93,Regular
1067,Sneha Reddy,102,2023-10-07,14:04,22:19,Evening,0,0,0.99,0.0,8.25,Regular
1066,Deepak Reddy,102,2023-06-24,06:46,12:54,Morning,0,0,1.0,0.5,6.13,Regular
1053,Rohan Sharma,102,2023-02-14,14:42,22:21,Evening,0,5,0.44,0.0,7.65,High_Risk
1076,Arjun Patel,104,2023-07-06,15:48,22:25,Evening,0,0,0.98,1.0,6.62,Regular
1080,Pooja Nair,105,2023-11-06,07:59,17:45,Full,0,2,0.94,0.0,9.77,Irregular
1085,Amit Singh,102,2023-03-06,14:42,22:22,Evening,0,1,0.52,0.0,7.67,High_Risk
1149,Neha Joshi,101,2023-12-13,07:46,13:50,Morning,0,0,0.99,0.0,6.07,Regular
1084,Vikram Nair,103,2023-05-17,14:25,23:47,Evening,0,0,0.97,0.0,9.37,Regular
1148,Neha Kumar,105,2023-04-03,,,,0,8,0.44,0.0,0.0,High_Risk
1058,Neha Gupta,102,2023-11-27,05:10,18:01,Full,0,0,0.96,1.5,12.85,Regular
1099,Pooja Rao,101,2023-05-26,15:44,22:00,Evening,0,0,0.95,0.0,6.27,Regular
1126,Sneha Sharma,103,2023-08-14,05:15,18:50,Full,0,0,0.97,0.0,13.58,Regular
1080,Sneha Nair,104,2023-02-03,14:57,23:31,Evening,0,2,0.77,1.0,8.57,Irregular
1010,Sneha Verma,101,2023-03-29,07:03,17:39,Full,0,0,0.99,0.0,10.6,Regular
1132,Vikram Nair,101,2023-04-10,05:19,17:17,Full,0,0,0.99,1.0,11.97,Regular
1004,Rohan Joshi,102,2023-07-08,07:45,18:08,Full,0,2,0.79,0.0,10.38,Irregular
1042,Sneha Verma,105,2023-05-22,05:51,12:01,Morning,0,0,1.0,0.0,6.17,Regular
1103,Deepak Patel,105,2023-07-25,07:24,17:49,Full,0,6,0.43,0.0,10.42,High_Risk
1130,Pooja Joshi,101,2023-12-25,,,,0,2,0.85,0.0,0.0,Irregular
1099,Deepak Joshi,102,2023-12-06,07:59,12:46,Morning,0,0,0.99,1.5,4.78,Regular
1105,Rajesh Verma,104,2023-02-04,,,,0,0,0.88,0.0,0.0,Irregular
1100,Sneha Joshi,103,2023-05-24,06:27,13:51,Morning,0,0,0.81,0.0,7.4,Irregular
1007,Arjun Sharma,103,2023-02-06,07:05,17:24,Full,0,1,0.88,0.0,10.32,Irregular
1026,Sneha Kumar,103,2023-10-11,06:50,18:47,Full,0,0,0.98,0.0,11.95,Regular
1059,Amit Nair,103,2023-08-12,,,,0,6,0.43,0.0,0.0,High_Risk
1129,Pooja Verma,105,2023-11-08,,,,0,2,0.92,0.0,0.0,Irregular
1104,Priya Reddy,103,2023-08-18,07:10,13:52,Morning,0,3,0.52,0.0,6.7,High_Risk
1127,Priya Nair,101,2023-02-17,06:34,18:13,Full,0,0,0.98,0.0,11.65,Regular
1095,Sneha Kumar,101,2023-04-26,15:49,22:14,Evening,0,0,0.98,2.0,6.42,Regular
1036,Amit Joshi,103,2023-12-27,05:31,18:29,Full,0,0,0.95,1.5,12.97,Irregular
1079,Amit Singh,104,2023-12-15,14:54,22:24,Evening,0,0,1.0,0.0,7.5,Regular
1054,Sneha Gupta,102,2023-03-30,14:52,23:34,Evening,0,0,0.99,1.0,8.7,Regular
1128,Vikram Rao,101,2023-12-02,05:38,18:29,Full,0,0,1.0,0.0,12.85,Regular
1069,Arjun Singh,105,2023-01-16,14:04,23:56,Evening,0,3,0.5,0.0,9.87,High_Risk
1022,Vikram Nair,102,2023-09-08,05:32,17:23,Full,0,0,0.96,0.0,11.85,Regular
1027,Arjun Verma,103,2023-06-10,,,,0,0,0.9,0.0,0.0,Irregular
1070,Sneha Nair,102,2023-12-28,06:53,17:48,Full,0,0,0.98,0.0,10.92,Regular
1079,Rajesh Rao,102,2023-10-13,,,,0,3,0.6,0.0,0.0,High_Risk
1146,Priya Patel,102,2023-03-11,15:48,23:49,Evening,0,0,0.99,0.0,8.02,Regular
1078,Neha Patel,101,2023-11-28,,,,0,0,0.96,0.0,0.0,Regular
1128,Priya Joshi,104,2023-11-24,07:06,12:21,Morning,0,2,0.79,0.0,5.25,Irregular
1062,Priya Singh,105,2023-07-31,,,,0,2,0.47,0.0,0.0,High_Risk
1098,Sneha Sharma,101,2023-04-22,,,,0,0,0.46,0.0,0.0,High_Risk
1110,Neha Kumar,103,2023-02-27,05:00,18:20,Full,0,0,0.78,0.0,13.33,Irregular
1129,Rajesh Verma,103,2023-01-16,06:15,18:00,Full,0,2,0.75,1.0,11.75,Irregular
1023,Rajesh Gupta,104,2023-04-18,15:13,23:15,Evening,0,2,0.89,0.0,8.03,Irregular
1125,Vikram Verma,101,2023-11-22,14:53,22:52,Evening,0,0,0.99,0.0,7.98,Regular
1134,Arjun Sharma,105,2023-01-23,07:25,17:14,Full,0,0,0.99,0.0,9.82,Regular
1069,Deepak Nair,105,2023-04-07,06:28,18:34,Full,0,0,0.96,0.0,12.1,Regular
1034,Arjun Rao,101,2023-05-31,,,,0,1,0.58,0.0,0.0,High_Risk
1105,Amit Sharma,101,2023-06-29,14:25,23:29,Evening,0,0,0.97,1.0,9.07,Regular
1097,Amit Singh,102,2023-06-19,,,,0,7,0.52,0.0,0.0,High_Risk
1032,Pooja Joshi,103,2023-11-16,06:35,18:06,Full,0,0,0.89,0.0,11.52,Irregular
1022,Pooja Patel,102,2023-03-15,14:37,22:44,Evening,0,0,0.96,0.0,8.12,Regular
1097,Sneha Rao,101,2023-11-09,15:23,22:03,Evening,0,0,0.96,1.5,6.67,Regular
1112,Amit Patel,102,2023-05-29,06:44,12:17,Morning,0,0,0.87,0.5,5.55,Irregular
1017,Sneha Gupta,101,2023-06-06,07:42,18:08,Full,0,4,0.57,0.0,10.43,High_Risk
1090,Sneha Gupta,104,2023-06-03,06:31,17:02,Full,0,0,1.0,0.0,10.52,Regular
